Variant SKU,Product SKU,Original Patterns,AI Detected Pattern,Design Image URL
69439LPFBLKIVYC07,69439LPFBLKIVY,,Abstract,https://brugs-image.s3.us-east-2.amazonaws.com/69439LPFBLKIVY/quegc9fvgw85seyakhzo.jpg
69439LQFIVYSLVC07,69439LQFIVYSLV,,Abstract,https://brugs-image.s3.us-east-2.amazonaws.com/69439LQFIVYSLV/x1u3eto6mgvhzazaqdk3.jpg
69439LRFBLKSLVC07,69439LRFBLKSLV,,Abstract,https://brugs-image.s3.us-east-2.amazonaws.com/69439LRFBLKSLV/ln3rl5qw0tmcijqoopbi.jpg
69439LTFIVYSLVC07,69439LTFIVYSLV,,Abstract,https://brugs-image.s3.us-east-2.amazonaws.com/69439LTFIVYSLV/rqytb5arpfaha9cmuejn.jpg
7143398FSTEWHTG99,7143398FSTEWHT,,Striped,https://brugs-image.s3.us-east-2.amazonaws.com/7143398FSTEWHT/fmmbbsqthxun56vufs06.jpg
7143400FBIRWHTE10,7143400FBIRWHT,,Striped,https://brugs-image.s3.us-east-2.amazonaws.com/7143400FBIRWHT/gnanrtnj4dnzi5ljuzps.jpg
7178628FPEW000E10,7178628FPEW000,,Abstract,https://brugs-image.s3.us-east-2.amazonaws.com/7178628FPEW000/peiotobh5dx8ov5xj3cy.jpg
7178629FALL000E10,7178629FALL000,,Abstract,https://brugs-image.s3.us-east-2.amazonaws.com/7178629FALL000/kqakoowbvzsmg720pe8n.jpg
7178629FIVY000C50,7178629FIVY000,,Abstract,https://brugs-image.s3.us-east-2.amazonaws.com/7178629FIVY000/n53gkxwog58jrrnsedxp.jpg
7188353FBGEBGEG99,7188353FBGEBGE,,Geometric,https://brugs-image.s3.us-east-2.amazonaws.com/7188353FBGEBGE/skd2ecbgxamm4nmtkhhy.jpg
7188353FGRYSLVG99,7188353FGRYSLV,,Geometric,https://brugs-image.s3.us-east-2.amazonaws.com/7188353FGRYSLV/io78j1iyx0eited5hecr.jpg
7190562FBLU000E10,7190562FBLU000,,Striped,https://brugs-image.s3.us-east-2.amazonaws.com/7190562FBLU000/vp1wtemd36oae9iruc3x.jpg
7190562FLGY000E10,7190562FLGY000,,Striped,https://brugs-image.s3.us-east-2.amazonaws.com/7190562FLGY000/kfqwteulssytakromys6.jpg
7190562FRED000G99,7190562FRED000,,Striped,https://brugs-image.s3.us-east-2.amazonaws.com/7190562FRED000/dzy50jev3ts9je4prell.jpg
7216452FRSTAQUE50,7216452FRSTAQU,,Medallion,https://brugs-image.s3.us-east-2.amazonaws.com/7216452FRSTAQU/bseigyzkc9jz9qv1roeg.jpg
7216454FBLU000H50,7216454FBLU000,,Floral,https://brugs-image.s3.us-east-2.amazonaws.com/7216454FBLU000/eeldgriy8srp06ejoiiq.jpg
7216461FMLT000E50,7216461FMLT000,,Medallion,https://brugs-image.s3.us-east-2.amazonaws.com/7216461FMLT000/nt043bupgwf97otha2ca.jpg
7216741FBLUREDC00,7216741FBLURED,,Tribal,https://brugs-image.s3.us-east-2.amazonaws.com/7216741FBLURED/ovyteqe7hnzlkjtziset.jpg
7220560FBLK000C00,7220560FBLK000,,Striped,https://brugs-image.s3.us-east-2.amazonaws.com/7220560FBLK000/ulpq8ckhcc2n5w9koixj.jpg
7220560FBLU000C00,7220560FBLU000,,Striped,https://brugs-image.s3.us-east-2.amazonaws.com/7220560FBLU000/f6czyqykdg6wkiis6zao.jpg
7220560FCML000C00,7220560FCML000,,Striped,https://brugs-image.s3.us-east-2.amazonaws.com/7220560FCML000/cpvyleqxaljohfed1nw6.jpg
7220560FGLD000C00,7220560FGLD000,,Striped,https://brugs-image.s3.us-east-2.amazonaws.com/7220560FGLD000/onycy7w3hnvp7bg9i15x.jpg
7220560FGRY000C00,7220560FGRY000,,Striped,https://brugs-image.s3.us-east-2.amazonaws.com/7220560FGRY000/owerf5gvow44mhtiep8p.jpg
7220560FMSH000C00,7220560FMSH000,,Striped,https://brugs-image.s3.us-east-2.amazonaws.com/7220560FMSH000/ao7o2icdtxwkn7eaoapd.jpg
7220560FNVY000C00,7220560FNVY000,,Striped,https://brugs-image.s3.us-east-2.amazonaws.com/7220560FNVY000/ltr1csrwvkdk8wr9bd5q.jpg
7220560FRED000C00,7220560FRED000,,Striped,https://brugs-image.s3.us-east-2.amazonaws.com/7220560FRED000/m1ntxwlcnxyyfk71kpbf.jpg
7238446FBLUIVYC50,7238446FBLUIVY,,Chevron,https://brugs-image.s3.us-east-2.amazonaws.com/7238446FBLUIVY/b1a403feba408307be82cb3aa501ab92c5839aa1.jpg
7238447FBLKLNEG99,7238447FBLKLNE,,Tribal,https://brugs-image.s3.us-east-2.amazonaws.com/7238447FBLKLNE/eaxpz8mup80m3spfvjha.jpg
7238476FTNG000C50,7238476FTNG000,,Abstract,https://brugs-image.s3.us-east-2.amazonaws.com/7238476FTNG000/fqkgvgmpjtuizqcg6wt6.jpg
7238479FBLKTNGC50,7238479FBLKTNG,,Tribal,https://brugs-image.s3.us-east-2.amazonaws.com/7238479FBLKTNG/uirmwlhmx8lznpu2spfn.jpg
7316458FICE000E50,7316458FICE000,,Geometric,https://brugs-image.s3.us-east-2.amazonaws.com/7316458FICE000/bnpjnzbut5f2n5en0rzd.jpg
7330736FAQU000E10,7330736FAQU000,,Striped,https://brugs-image.s3.us-east-2.amazonaws.com/7330736FAQU000/m9xmoxhnqfskiuw31gmy.jpg
7330736FOLV000G00,7330736FOLV000,,Striped,https://brugs-image.s3.us-east-2.amazonaws.com/7330736FOLV000/urcy7bkd7zumz7ev1216.jpg
7346488FGRN000E10,7346488FGRN000,,Striped,https://brugs-image.s3.us-east-2.amazonaws.com/7346488FGRN000/lrctcvqzoiy8tasc3zwc.jpg
7346488FGRYHAZE10,7346488FGRYHAZ,,Striped,https://brugs-image.s3.us-east-2.amazonaws.com/7346488FGRYHAZ/j3zf6iqyehvoaxjznsex.jpg
7346488FLILHAZE10,7346488FLILHAZ,,Striped,https://brugs-image.s3.us-east-2.amazonaws.com/7346488FLILHAZ/xt49pcxkwircy3zejfbf.jpg
7346488FPST000E10,7346488FPST000,,Striped,https://brugs-image.s3.us-east-2.amazonaws.com/7346488FPST000/uu4dmdlurr2yyyhazxkt.jpg
7353602FIVY000E10,7353602FIVY000,,Abstract,https://brugs-image.s3.us-east-2.amazonaws.com/7353602FIVY000/xcs3mtxlbce43dmjy9of.jpg
7353683FBGE000E10,7353683FBGE000,,Abstract,https://brugs-image.s3.us-east-2.amazonaws.com/7353683FBGE000/mrlwlyhk6kqbmnoyxeja.jpg
7353837FBGE000E10,7353837FBGE000,,Animal Print,https://brugs-image.s3.us-east-2.amazonaws.com/7353837FBGE000/e725cf7a929b545bec70f62c03b9aa5a2ed74982.jpg
7353968FGRY000E10,7353968FGRY000,,Chevron,https://brugs-image.s3.us-east-2.amazonaws.com/7353968FGRY000/wxd3wt7cm7bawtvgjyhs.jpg
7353969FGLDSTEE10,7353969FGLDSTE,,Abstract,https://brugs-image.s3.us-east-2.amazonaws.com/7353969FGLDSTE/lrrnkqqq8skphtgj6u05.jpg
